,Unnamed: 0.1,Unnamed: 0,uid,text
5030,5030,5030,UchY2tS3zaw--2,He even shared a screenshot of the ‘threatening’ Whatsap messages which went viral.
5031,5031,5031,UchY2tS3zaw--3,"So what was the story about? The journalist said, you were such a talented wicketkeeper"
5032,5032,5032,UchY2tS3zaw--4, still you were never chosen in the Indian team. Always Dhoni & Rishab Pant were selected as wicketkeepers.
5033,5033,5033,UchY2tS3zaw--5,But Saha was never selected. The journalist mocked Saha like that.
5034,5034,5034,UchY2tS3zaw--6,"The journalist also said, 'Now you select 11 journalists to interview you. But you did not select me."
5035,5035,5035,UchY2tS3zaw--7,"Now see what I do."" These were the threats made by the journalist."
5036,5036,5036,UchY2tS3zaw--8,Many fans suspected the sports journalist to be Boria Majumder who is a senior sports journalist.
5037,5037,5037,UchY2tS3zaw--9,Later Boria Majumdar identify himself as the accused who threatened Saha.
5038,5038,5038,UitZrNJP2lw--0,As you all know this is a passport.
5039,5039,5039,UitZrNJP2lw--1,"Countries around the world like USA, UK, Pakistan, India, etc all have Passports."
5040,5040,5040,UitZrNJP2lw--2,A passport is needed when a person of a particular country - say India -
5041,5041,5041,UitZrNJP2lw--3,wants to fly to another country. That time a passport must be shown to prove your identity.
5042,5042,5042,UitZrNJP2lw--4,Passports are given to citizens by their respective governments.
5043,5043,5043,UitZrNJP2lw--5,"Whether you go by road, cycle, or even walk to cross a country's border,"
5044,5044,5044,UitZrNJP2lw--6,you will be asked to show your passport. This is mandatory.
5045,5045,5045,UitZrNJP2lw--7,It is not optional and no other ID but a passport will be acceptable.
5046,5046,5046,UitZrNJP2lw--8,Even while travelling by ship you need a passport.
5047,5047,5047,UitZrNJP2lw--9,But do you know around the world there are some weird facts related to passports that you probably didn't know.
5048,5048,5048,Ih1sV1YuTMk--0,The Russia-Ukraine war started on 24th February and on 19th April it entered its 55th day. Woah!
5049,5049,5049,Ih1sV1YuTMk--1,"The war has displaced about 22 million of Ukraine's 44 million population, civillians have been injured, died,"
5050,5050,5050,Ih1sV1YuTMk--2,"cities, homes were destroyed, vehicles were exploded and there was major destruction."
5051,5051,5051,Ih1sV1YuTMk--3,How terrible!
5052,5052,5052,Ih1sV1YuTMk--4,"Russia was desparate to capture Ukraine’s capital Kyiv, so that they could control the country."
5053,5053,5053,Ih1sV1YuTMk--5,Russia heavily bombed the city and did its best but they were never able to capture the capital. They then backed off.
5054,5054,5054,Ih1sV1YuTMk--6,Now Russia has backed off from Kyiv and has openly said that they have focused its attention on the Donbas region in Ukraine.
5055,5055,5055,Ih1sV1YuTMk--7,Ukraine's Donbas region comprised two places called Donetsk & Luhansk.
5056,5056,5056,Ih1sV1YuTMk--8,They have been demanding a independant status for a while now.
5057,5057,5057,Ih1sV1YuTMk--9,Russia has been demanding the same from Ukraine.
5058,5058,5058,PosjBL5RY84--0,There were two shocking news about 2 Deaf girls committing suicide. This occured on two different places.
5059,5059,5059,PosjBL5RY84--1,Let me tell you about the 1st Deaf girl.
5060,5060,5060,PosjBL5RY84--2,"A 24 year old deaf girl named Divya had come to Delhi from Hoshiarpur, Punjab on 13th April night."
5061,5061,5061,PosjBL5RY84--3,"On reaching Kashmere Gate, on 14th April morning, she boarded the metro and reached New Delhi’s Akshardham metro station."
5062,5062,5062,PosjBL5RY84--4,There she climbed on the wall of platform no.2. It was extremely high.
5063,5063,5063,PosjBL5RY84--5,She was only 24 years old and climbed on the wall.
5064,5064,5064,PosjBL5RY84--6,Some passengers saw her and tried to stop her. They alerted the CISF. The CISF jawans immediately  approached the girl.
5065,5065,5065,PosjBL5RY84--7,The jawans pleaded her to not jump and so did other passengers.
5066,5066,5066,PosjBL5RY84--8,CISF quickly notified the control room and others who quickly notified the local police and arranged for an ambulance.
5067,5067,5067,PosjBL5RY84--9,They even arranged for a blanket to catch her in case she decides to jump.
5068,5068,5068,ZJF34LZeOho--0,"You must be aware about different types of thefts like gold, wallet, car etc. It is not new."
5069,5069,5069,ZJF34LZeOho--1,Can you imagine a bridge used for commuting being stolen?
5070,5070,5070,ZJF34LZeOho--2,"You would not believe it, right?  You may find it hard to believe that someone can steal a bridge."
5071,5071,5071,ZJF34LZeOho--3,But this has actually happened in Bihar. Let me telll you about it.
5072,5072,5072,ZJF34LZeOho--4,In Bihar's Rohtas district's Amiyawar village there was a 60-foot-long and 12 feet high bridge.
5073,5073,5073,ZJF34LZeOho--5,The bridge was built over the Arrah canal.
5074,5074,5074,ZJF34LZeOho--6,The bridge was built in 1972 and was being used by vehicles for commuting.
5075,5075,5075,ZJF34LZeOho--7,But later it was declared dangerous and locals started taking a nearby concrete bridge.
5076,5076,5076,ZJF34LZeOho--8,So this old bridge was not being used.
5077,5077,5077,ZJF34LZeOho--9,The villagers wanted the authorities to remove the bridge from there as it was just laying abandoned.
5078,5078,5078,UZzXTTsTe_Q--0,‘2+2 talks’ is a meeting between defence and external affairs ministries of two countries. For example India and another country.
5079,5079,5079,UZzXTTsTe_Q--1,2+2 talks are held all over the world.
5080,5080,5080,UZzXTTsTe_Q--2,"India holds such talks with Japan, Australia and US ."
5081,5081,5081,UZzXTTsTe_Q--3,"Now, External Affairs Minister S. Jaishankar and Defence Minister Rajnath Singh are in Washington DC for the ‘2+ 2’ talks"
5082,5082,5082,UZzXTTsTe_Q--4,with their respective counterparts - Secretary of State Antony J Blinken which is like India's Ministry of External Affairs
5083,5083,5083,UZzXTTsTe_Q--5,and Secretary of Defence Lloyd Austin which is like India's Defence Minsitry.
5084,5084,5084,UZzXTTsTe_Q--6," However, before the 2 + 2 talks,"
5085,5085,5085,UZzXTTsTe_Q--7,Prime Minister Narendra Modi and U.S. President Joe Biden met virtually on 11th April morning for an hour.
5086,5086,5086,UZzXTTsTe_Q--8,"In the virtual meet, Mr Modi said,"
5087,5087,5087,UZzXTTsTe_Q--9,"""Killings of innocent civilians, raping women, kidnapping, etc in Bucha city, Ukraine were very worrying"
5088,5088,5088,EIwWHTO5rZw--0,"In Delhi on 10th April 2022, when the entire country was celebrating Ram Navami, a celebration was also held in the JNU campus."
5089,5089,5089,EIwWHTO5rZw--1,"At the same time, there was also an iftar party that was held on the same day."
5090,5090,5090,EIwWHTO5rZw--2,But tensions had begun on the campus at around 4 pm.
5091,5091,5091,EIwWHTO5rZw--3,There was a violent fight between two groups of students – JNUSU and ABVP members.
5092,5092,5092,EIwWHTO5rZw--4,"Both sides have accused each other of pelting stones, flower pots and injuring their members. The staff were unable to stop the fight."
5093,5093,5093,EIwWHTO5rZw--5,The police were called to the campus and they stopped the fight.
5094,5094,5094,EIwWHTO5rZw--6,JNUSU has alleged that the ABVP members assaulted the mess secretary and stopped the staff from serving meat dishes in the canteen
5095,5095,5095,EIwWHTO5rZw--7,and make vegetarian dinner menu.
5096,5096,5096,EIwWHTO5rZw--8,The ABVP claimed that Members of left organizations tried to stop a Pooja from being organized.
5097,5097,5097,EIwWHTO5rZw--9,There is a lot of confusion over the two stories and the police have promised to investigate the matter.
5098,5098,5098,Yg8oO-p41pQ--0,"A story has gone viral on WhatsApp, newspapers & the internet about a hearing woman from the UK,"
5099,5099,5099,Yg8oO-p41pQ--1,who took money from Deaf person and never returned it. You all must be aware about this.
5100,5100,5100,Yg8oO-p41pQ--2,"This Deaf person works as a teacher at NIHH in Bandra, Mumbai."
5101,5101,5101,Yg8oO-p41pQ--3,I spoke to this person and they showed me all the WhatsApp chats which made everything clear. I will now tell you what he told me.
5102,5102,5102,Yg8oO-p41pQ--4,This person has said that the information in newspapers is partly correct and partly incorrect.
5103,5103,5103,Yg8oO-p41pQ--5,There has been a huge misunderstanding. Here is what they told me.
5104,5104,5104,Yg8oO-p41pQ--6,The woman from UK connected with the Deaf individual on Instagram.
5105,5105,5105,Yg8oO-p41pQ--7,The person accepted her friend request and they began getting to know each other.
5106,5106,5106,Yg8oO-p41pQ--8,The woman said that since she has a 10 day holiday she wanted to come to India.
5107,5107,5107,Yg8oO-p41pQ--9,The Deaf person said Mumbai is a great tourist place and would take her along for sightseeing. The lady thanked him for the help.
5108,5108,5108,JSOdUBJ-59E--0,"Since the last 2 days, a video is being shared on social media where there is an altercation between Hindus & Muslims."
5109,5109,5109,JSOdUBJ-59E--1,"In the video, in UP's Mirzapur, a Muslim man named Abdul was seen assaulting Hindu women with a hammer."
5110,5110,5110,JSOdUBJ-59E--2,The altercation happened because the Hindu family asked him to not throw garbage in front of their home.
5111,5111,5111,JSOdUBJ-59E--3,The video also shows that the bystanders ran away when the women came to thrash them.
5112,5112,5112,JSOdUBJ-59E--4,The video went viral and people were livid over Abdul's inappropriate behaviour.
5113,5113,5113,JSOdUBJ-59E--5,This led to arguments between Hindus and Muslims.
5114,5114,5114,JSOdUBJ-59E--6," Zee Hindustan journalist Tushar Srivastava also tweeted the video saying,"
5115,5115,5115,JSOdUBJ-59E--7,"Under the Katra police station area of ​​Mirzapur,"
5116,5116,5116,JSOdUBJ-59E--8, Abdul made a deadly attack on the women of a Hindu family. This is very wrong.
5117,5117,5117,JSOdUBJ-59E--9,"He had written in Hindi, ""Now why Abdul should not be called a terrorist, this is called as terror."""
5118,5118,5118,OpYZ2omdU0E--0,The KMRCL is in charge of making the Kolkata East-West Metro Line from Howrah and Kolkata.
5119,5119,5119,OpYZ2omdU0E--1,The entire line will be 16.6-km-long.
5120,5120,5120,OpYZ2omdU0E--2,Of this 520 metres will be 33 metres under the river bed.
5121,5121,5121,OpYZ2omdU0E--3,This is India’s first underwater metro tunnel!
5122,5122,5122,OpYZ2omdU0E--4,"The project started in 2006-07,"
5123,5123,5123,OpYZ2omdU0E--5,"and the project cost was Rs 4,874 crores then."
5124,5124,5124,OpYZ2omdU0E--6,"The Deadline for the project was August 2012,"
5125,5125,5125,OpYZ2omdU0E--7,"which was initially postponed to 2015, and then further pushed to 2019."
5126,5126,5126,OpYZ2omdU0E--8,"However, work was again delayed because of the onset of the COVID-19 pandemic."
5127,5127,5127,OpYZ2omdU0E--9,"Finally, the work has resumed and the project will be completed in 2023."
5128,5128,5128,CBzLVmiTp_U--0,People are loving the fim RRR.
5129,5129,5129,CBzLVmiTp_U--1,"People have loved the acting, action sequencies, love etc in the film."
5130,5130,5130,CBzLVmiTp_U--2,"Ram Charan , Jr NTR, Ajay Devgn, Alia Bhatt and Shriya Saran have acted very well in the film."
5131,5131,5131,CBzLVmiTp_U--3,Crowds are thronging the theatres to watch the film and it has been collecting crores at the box office.
5132,5132,5132,CBzLVmiTp_U--4,Actor Ram Charan is the son of superstar Chiranjeevi. Ran Charan too is very popular.
5133,5133,5133,CBzLVmiTp_U--5,On 4th April 2022 Ram Charan flew to Mumbai in a private plane.
5134,5134,5134,CBzLVmiTp_U--6,"On landing, Ram left the airport with his dog named Rhyme."
5135,5135,5135,CBzLVmiTp_U--7,Ram looked handsome and people clicked his pictures.
5136,5136,5136,CBzLVmiTp_U--8,People noticed that Ram was wearing a black kurta and a matching churidar.
5137,5137,5137,CBzLVmiTp_U--9,"Fans observed that Ram walked barefooted, he didn't wear any footwear."
5138,5138,5138,FVt2RxDdy5Q--0,"Bucha, Ukraine is a place close to the capital Kyiv."
5139,5139,5139,FVt2RxDdy5Q--1,Over there bodies were scattered on the streets with close-range gunshot wounds.
5140,5140,5140,FVt2RxDdy5Q--2,It was clear that they were shot at point blank range. There were viral imaged of the scatered bodies.
5141,5141,5141,FVt2RxDdy5Q--3,The Ukraine government said that Russia is committing war crimes by massacring civilians.
5142,5142,5142,FVt2RxDdy5Q--4,They also found a grave that had 410 bodies of civilians.
5143,5143,5143,FVt2RxDdy5Q--5,"However, Russia has denied the allegations by Ukraine calling them baseless."
5144,5144,5144,FVt2RxDdy5Q--6,"Now on Twitter a Ukrainian MP Lesia Vasylenk, on 4 April claimed that,"
5145,5145,5145,FVt2RxDdy5Q--7,"""The Russia army has sexually assaulted many Ukranian women."
5146,5146,5146,FVt2RxDdy5Q--8,They have even raped and killed many women.
5147,5147,5147,FVt2RxDdy5Q--9,"How horrible! There are 10 year old girls with vaginal and rectal tears. Many children suffered in a lot of pain."""
5148,5148,5148,RqRhVbgLWoo--0,In West Bengal there was a Deaf couple named Sanjib & Tania Chakraborty.
5149,5149,5149,RqRhVbgLWoo--1,Sanjib was recently jailed for secretly recording Deaf girls and blackmailing them into prostitution.
5150,5150,5150,RqRhVbgLWoo--2,A complaint was filed and Sanjib was arrested.
5151,5151,5151,RqRhVbgLWoo--3,ISH News had released a video about this. Click here to see the entire video.
5152,5152,5152,RqRhVbgLWoo--4,However his wife Tania was not arrested.
5153,5153,5153,RqRhVbgLWoo--5,For the last two months people were protesting and demanded the Khardah Police Station to arrest Tania.
5154,5154,5154,RqRhVbgLWoo--6,Chief Minister Mamata Banerjee then ordered the police to arrest Tania.
5155,5155,5155,RqRhVbgLWoo--7,"Since she was on the run, the police then traced Tania’s phone and found that she was hiding in her mother's house in Barrackpore, West Bengal."
5156,5156,5156,RqRhVbgLWoo--8,Tania hid next to a gas cylinder in the kitchen to avoid arrest during a police raid.
5157,5157,5157,RqRhVbgLWoo--9,"But the police finally caught her. She will be kept in police jail till tomorrow 6 April, then she will be taken to court and the court will decide what to do next."
5158,5158,5158,UMybb4-03j4--0,2nd April 2022 was Maharashtra's traditional festival Gudi Padwa.
5159,5159,5159,UMybb4-03j4--1,"Women were saree, nose-pins, boys wear turbans, kurtas, there are bike rallies and its a beautiful event."
5160,5160,5160,UMybb4-03j4--2,MNS chief Raj Thackeray gave a speech at the Gudi Padwa rally and said that
5161,5161,5161,UMybb4-03j4--3,Uddhav Thackeray-led Shiv Sena government in Maharashtra
5162,5162,5162,UMybb4-03j4--4,has to immediately ban loudspeakers at mosques which announce the Azaan as the volume is too high.
5163,5163,5163,UMybb4-03j4--5,If it is not banned then Hanuman Chalisa will be played at double volume near the mosques.
5164,5164,5164,UMybb4-03j4--6,"Mr Thackeray also said, ""I am not against Muslim culture and deeply respect it."
5165,5165,5165,UMybb4-03j4--7,You can pray at your home. What is the need for such loudspeakers?
5166,5166,5166,UMybb4-03j4--8,I also request PM Modi to investigate the Muslim shanties
5167,5167,5167,UMybb4-03j4--9,where many do not support India and support Pakistan.
